left_ratio_x,left_ratio_y,right_ratio_x,right_ratio_y,left_width,left_height,right_width,right_height,screen_x,screen_y
-0.5559970796171235,0.41816128648894074,0.5046598591221632,0.3641021364175005,93.75436202858143,23.783736633485887,96.3722691237549,21.0900393246774,20,20
-0.547126255500728,0.4083267313324776,0.5071647832763229,0.3961787784590651,93.89572089069382,23.407353090733974,97.06423547918651,19.99115077623316,20,20
-0.5503442424421446,0.42307907786150645,0.5106659764120277,0.3682262328553934,95.01014141572429,22.951309612103287,95.97385421007755,20.265041950671673,20,20
-0.5592290605106264,0.4064233051709077,0.5072508205320527,0.384014019207585,93.5585697813513,23.960784346318388,97.27879670835455,19.76313560670315,20,20
-0.5552398791754355,0.42664399661043023,0.5087925629838287,0.3680755772013038,93.99475467787632,23.060544979423057,96.5386682247292,19.309863379368302,20,20
-0.5511260024190389,0.4264946624187919,0.5014756997164638,0.4089143962225292,93.60154713087886,23.91959158973356,96.71513483986249,21.70848053201089,20,20
-0.5542729025140402,0.4308373498681331,0.5108082165607981,0.35452541644072905,94.80581466104006,23.675801155787468,95.47843983049813,20.176089292552888,20,20
-0.5525897698199173,0.42327571319382357,0.4999313434230542,0.383208893737064,95.84500768246689,24.11731317380229,96.72249452761179,19.27013260681811,20,20
-0.5565291438516219,0.41995554137922353,0.5017971825047854,0.35627041638457857,93.87169899429718,22.807321633057647,95.8971471974474,20.826029603208923,20,20
-0.5515642510351735,0.4098400034796408,0.5078693608522226,0.3752828647562075,94.5945784104879,22.892127567764074,96.90050801585043,20.04797278628105,20,20
-0.5542554154921936,0.4186306521486958,0.5048336652139959,0.3803514916736602,95.31240289171815,23.579619401089513,94.45687976686227,21.807701784441125,20,20
-0.5525640449590224,0.41338511555198604,0.5286770525448932,0.3760006202312976,95.44767857035363,23.464295430184325,95.79425819681902,20.87582660026919,20,20
-0.4964985171093214,0.31798182543370884,0.5939496216713666,0.3937074114612419,93.41841187432179,20.483935766534174,98.01000445476727,21.327227436397898,20,20
-0.45899384682080113,0.41386670063667724,0.598098499053943,0.4320007671843754,96.62134384175374,21.87365467291227,98.84593609845251,23.237425545027765,20,20
-0.4690557076757478,0.44945769672811925,0.6023838294114725,0.4441806508642694,97.3399595608504,26.89641750227262,99.15876411510074,25.717140319854842,377,20
-0.48137366733094633,0.4775426733030468,0.5935835535870001,0.43327999059550865,94.71847221167751,28.255274275946885,99.36854788204049,25.69453282533692,377,20
-0.4233271463156232,0.5217888654468659,0.6089145786228742,0.48112151708565726,98.64563822406998,29.754341484053725,100.96552111730394,29.015665642777353,377,20
-0.43502915490572147,0.5151768034603296,0.6043399754159268,0.46796767128237404,97.46766430850992,30.272923897628417,101.20089146941363,27.725365152539624,377,20
-0.4275490178662602,0.5564010195438794,0.6094219790864177,0.4644767884210915,96.6711461559233,31.92821715655395,101.86188865776731,28.817407568809674,377,20
-0.4326800310092433,0.5361718244910046,0.6145634164858832,0.49030058242617225,98.27746695299201,32.04052523948578,101.73650921111263,30.68710430399249,377,20
-0.4925745439425714,0.4861886281403029,0.593875118272406,0.4291953088719603,94.77538265333905,30.31573927727432,101.06390833435506,28.873233243132052,377,20
-0.47265171362537967,0.5074848953530915,0.5957506940815417,0.44027030946604173,96.79804615370385,30.2763868973175,99.86958652227389,27.892955910197635,377,20
-0.4727060399265769,0.4975128919474028,0.5914339464398315,0.4366444971852783,92.96117686746936,29.723647975785617,101.45725426048249,29.507435240781017,735,20
-0.4798270701878711,0.5011565967210065,0.5897855921067084,0.4192285155913927,93.79762078788161,29.56046042958924,100.39981289917816,28.964658581021656,735,20
-0.49167700788716573,0.4899562564713912,0.5912671032532665,0.42892793736117024,95.15915202081015,29.468393653728572,100.1089545927987,27.743278115690202,735,20
-0.4817138666326904,0.48784322521764034,0.5862093887136918,0.42800645166673496,95.98304234104783,29.159791325137636,100.30697084287428,28.976144020943217,735,20
-0.4917328706209744,0.46638182318412413,0.590021815245944,0.42523140604978715,95.81080709974475,29.56374222829957,100.89999040254082,27.706509989971526,735,20
-0.4986506278298454,0.4286088028283321,0.5695120567332128,0.41575321338802324,94.9449911074897,28.97897728224354,99.8914434490035,27.48423980043267,735,20
-0.5117590477951078,0.44458809613241923,0.5674634186188036,0.4102218050294343,99.55076904727147,30.775208843301368,99.48229008701436,27.99826291701744,735,20
-0.5321806775230767,0.42125709739939415,0.559622230216362,0.4156429300577509,98.456524379922,29.68153482134822,99.00014054470192,27.805000792527718,735,20
-0.5336756489831791,0.4123957809269964,0.564562846878315,0.4150817546173552,97.11120578847805,29.533686757162425,98.65573888735513,27.993645079167738,1092,20
-0.5210526568712635,0.3998212995338022,0.5653960181425495,0.41719161690140383,96.95219089489208,29.930247927634348,97.98146592979606,27.239498547601883,1092,20
-0.5235775568274731,0.44271108593977354,0.5623477305750962,0.4184342719827407,98.9837249803022,29.49292144576766,98.37725746923697,27.559671060540975,1092,20
-0.5304401268924335,0.4236383073844807,0.5615216727673608,0.4176294650871093,97.79708072719812,29.741868582293634,98.95588164662672,28.155504507909054,1092,20
-0.5209407098524143,0.4256882361398653,0.5061724728727083,0.3982783879418148,96.66656996143311,30.64630406580558,97.46863005015081,27.581689594421405,1092,20
-0.5441215895154125,0.43130537654630613,0.5134108778033984,0.4323861135328892,97.39448499604681,28.68451522627445,97.56695148029834,28.880353832549684,1092,20
-0.5397495137490868,0.4439819692025492,0.5127598580688274,0.40832316658956286,94.79723835277032,29.590606602637965,97.7885818032217,28.156354858403727,1092,20
-0.5438467267640211,0.44041532349469364,0.5152259724078281,0.41504615853206217,94.7387538997013,29.08845820728487,98.03351806354735,28.905233051462826,1092,20
-0.5723987692064427,0.44904527271036004,0.487120692377994,0.3798159918702774,92.51190580423611,29.813026733325934,98.23082092722727,27.00891940644263,1450,20
-0.5775412374843538,0.43539305435762676,0.4817696621827133,0.35225733454927,93.84198574844919,30.213958688729168,96.5661395173744,25.996106172284293,1450,20
-0.5742402722330999,0.4737593666271499,0.48755449660755473,0.41047675639377035,94.67079795471277,30.063200838702848,97.79696636945955,27.620959536356718,1450,20
-0.5748682731854388,0.4558526614347744,0.48209356908795253,0.3735683654330393,92.07318788966226,29.79626445234541,97.6207582933529,26.964169843182827,1450,20
-0.5775495088428214,0.4497667618552858,0.48258299838691676,0.3963581865492888,93.89285408221366,31.649304293625864,97.01284489765222,27.379283349770517,1450,20
-0.5737003216470802,0.4648098336926566,0.4824985808393812,0.37310751110993223,93.74215979548634,31.40250950585228,97.3659078370521,26.1786381327136,1450,20
-0.5683421727407516,0.4605579965192183,0.48660133135457595,0.36201760889545226,92.68049922037845,31.00306066160472,97.51628342781831,26.13701846497001,1450,20
-0.5658492914764207,0.45718269344803464,0.4871400715578931,0.36161070148554764,92.88039363716456,31.123673005594547,97.47351172969736,26.09575657491424,1450,20
-0.5683933943493978,0.45884390564725575,0.48717103151196206,0.3728020015320076,92.60942944615331,30.550126357646022,97.49386197148742,26.97453193647616,1450,20
-0.5649570573240867,0.45716691944630183,0.4894205431855529,0.3663691906169649,93.07508729647537,31.779365894049015,98.05425957312,26.357203839882583,1450,20
-0.5699265730291829,0.4555468480299272,0.49459157803032666,0.39376380496423685,93.59200126250155,29.726535579364654,98.57057124100906,26.94989131234347,1450,20
-0.5134500358883608,0.40222181216238256,0.5680548256850759,0.40260587393918235,96.16825502545446,29.73721635338533,98.8440405568247,26.31628367859383,1450,20
-0.48721338713143386,0.42392004644476805,0.5994801390523359,0.39662822337605397,92.62918001884633,25.04294106318021,98.64313081631173,23.520771729572193,1450,20
-0.4567719972186399,0.41684312633215664,0.6058913869653697,0.4094726992205555,96.76875964854648,23.564294509046576,97.40875701780382,24.460861801489045,20,249
-0.46300278705638986,0.4538916286993898,0.6101462094959162,0.4261902088240442,93.44267159117503,25.55694176132615,98.74315967180583,23.8912148883716,20,249
-0.45828635143732976,0.46750800246982416,0.6073465128537319,0.45706191069780794,95.26809684606845,26.06752724514471,98.35437011919821,25.914727813748737,20,249
-0.4586982724872321,0.47844798550873835,0.6072112559289473,0.4709900408095692,95.87662693230678,26.751140642114798,97.42299895648928,26.412219397760907,20,249
-0.46163509391108987,0.48174283229535114,0.6085157113488946,0.4706909173577919,95.01976901241243,26.493882415174237,98.18532757467074,26.475777211872828,20,249
-0.4551483656668144,0.4793933602642833,0.6021597176508083,0.4681013025616572,94.00758635990394,26.699058176997767,98.96950860060652,26.58594052012784,20,249
-0.4526819541260111,0.4803730616756517,0.6065710144041881,0.46261503571685947,95.6360481585091,26.657203120907653,100.37133003683252,26.59287276295978,20,249
